,wind_north,wind_south,solar_north,solar_south,demand_north,demand_south
2024-01-01 19:00:00,0.210071814454844,0.23371110776896784,0.22975670369136308,0.24235621853200992,927.6949567765414,1818.8903121899496
2024-01-01 20:00:00,0.6417646849933708,0.1773935584401058,0.0,0.0,967.0426149075269,1857.2390585984667
2024-01-01 21:00:00,0.38805092458215734,0.346454250040868,0.0,0.0,957.3434075148145,1749.8292807384278
2024-01-01 22:00:00,0.43204660035832626,0.36921557806595223,0.0,0.0,878.9789235505076,1748.01347370742
2024-01-01 23:00:00,0.20820514172311919,0.1343943329565523,0.0,0.0,615.4650108553419,609.5833912460013
2024-01-02 00:00:00,0.3414453418441106,0.13132971568449925,0.0,0.0,627.5174519735294,600.0
2024-01-02 01:00:00,0.4397411389793679,0.27424674877949723,0.0,0.0,618.0972776125813,604.4678077802098
2024-01-02 02:00:00,0.2504537139095426,0.3146571439240265,0.0,0.0,606.4623010981245,600.0
2024-01-02 03:00:00,0.47945745327473877,0.2218141720581318,0.0,0.0,645.8936780004403,622.392337242733
2024-01-02 04:00:00,0.3330069470350672,0.31965046257937224,0.0,0.0,663.0762593398437,600.0
2024-01-02 05:00:00,0.3793486880538965,0.18070741989739908,0.0,0.0,669.0506630831953,600.0
2024-01-02 06:00:00,0.33284675868847846,0.04025172067376373,0.0,0.0,911.6894949790717,600.0
2024-01-02 07:00:00,0.7009444781992287,0.20933097334787767,0.21981524337866537,0.1793602959832603,916.5512342693489,1674.223740423798
2024-01-02 08:00:00,0.4210781668121979,0.25804429523244743,0.396857870274841,0.4706102000387825,1208.536253882994,1634.8210631206298
2024-01-02 09:00:00,0.2644461111795029,0.22413708459149162,0.5218312839000568,0.7062419129321701,1197.3963465158604,1678.6732593569645
2024-01-02 10:00:00,0.5464844873383663,0.13586075421518878,0.6057955640766371,0.7394478850072781,1219.4545626262993,1202.1871676057222
2024-01-02 11:00:00,0.23997620302723466,0.07015618299325554,0.7656104832403705,0.8311161167450705,1210.3287567080283,1187.1190704046387
2024-01-02 12:00:00,0.4544322897736013,0.2003122001443475,0.7464740177895213,0.9759280731731969,1190.9686938356633,1207.5319968165045
2024-01-02 13:00:00,0.12915223194092168,0.34148665774611164,0.8875704536874456,0.9985672169482368,1155.4407285203174,1141.885971088957
2024-01-02 14:00:00,0.22387484318812342,0.3773408245225055,0.7757087848704758,1.0,1235.9767585315678,1165.6853638117234
2024-01-02 15:00:00,0.4526319359032565,0.3704924189949828,0.6437938096116373,0.8395091202834926,1183.5340250533363,1158.8628400930702
2024-01-02 16:00:00,0.5338727375221995,0.170130127066282,0.5657310125735964,0.754933723716825,1208.5814074975262,1231.6748425661071
2024-01-02 17:00:00,0.44880799270138355,0.13635044821810088,0.5009740233309665,0.5161046398953912,1154.0017999507418,1283.0219040929028
2024-01-02 18:00:00,0.4057555081646519,0.30138454207912685,0.35409825486034924,0.5026329209281494,1199.7284019987408,1768.290495120998
2024-01-02 19:00:00,0.3779371961844947,0.31523108174092984,0.27649958141260605,0.23504816537248227,925.4832101376159,1791.5312794691722
2024-01-02 20:00:00,0.20132445196777388,0.29173804110118706,0.0,0.0,926.643372818067,1775.0365472658427
2024-01-02 21:00:00,0.31512611926368167,0.05031475315736095,0.0,0.0,995.407961862155,1807.964108669086
2024-01-02 22:00:00,0.3540069348789199,0.16503262209279063,0.0,0.0,907.9300821058807,1778.0972886208745
2024-01-02 23:00:00,0.5816710844557254,0.24875220155253944,0.0,0.0,665.8497876008067,610.1800755628988
2024-01-03 00:00:00,0.4758092129032409,0.3013028028242054,0.0,0.0,658.7114250068711,623.9409582019771
2024-01-03 01:00:00,0.1598104461635616,0.32931171962141137,0.0,0.0,629.866510329824,600.0
2024-01-03 02:00:00,0.47287906487719095,0.2670063355893667,0.0,0.0,665.4899118301884,609.7745153588988
2024-01-03 03:00:00,0.36650412740552424,0.28565936401498626,0.0,0.0,642.2101436675068,600.0
2024-01-03 04:00:00,0.3227281694220779,0.2610675291972731,0.0,0.0,667.1596833756873,600.0
2024-01-03 05:00:00,0.5160179127941019,0.321142920783011,0.0,0.0,693.2169491159672,600.0
2024-01-03 06:00:00,0.5789163978423644,0.2838675485102538,0.0019731099651965358,0.0,926.6960964521415,600.0
2024-01-03 07:00:00,0.5639584873354014,0.25915474936589145,0.1250456768109487,0.16099713104745184,916.3299175792803,1668.7658235699162
2024-01-03 08:00:00,0.29838384098457593,0.22574410344742463,0.32247424863337637,0.4545970841071277,1225.2373484114498,1662.18262365961
2024-01-03 09:00:00,0.37788461309028953,0.2607101258654108,0.5829904429904537,0.568118549578698,1233.5196759824241,1670.431841577784
2024-01-03 10:00:00,0.47395598417850626,0.30104012124509016,0.5686483748166243,0.7870317536254583,1178.8018190545909,1208.5729569039665
2024-01-03 11:00:00,0.5705982385363255,0.2793285222509688,0.750127215525327,1.0,1189.1290298510862,1209.5852594659589
2024-01-03 12:00:00,0.35239033379117823,0.29066362519568806,0.7995876976961785,0.9575485310345826,1216.2101585241903,1204.1471764091868
2024-01-03 13:00:00,0.3964176229683991,0.38685316949628124,0.7987914286820896,0.951927777801281,1196.8312317500468,1179.3504927487268
2024-01-03 14:00:00,0.2583162233670675,0.27909737563582143,0.8059141609050459,0.9940282724544618,1177.096031688317,1238.892119337172
2024-01-03 15:00:00,0.2448354758558711,0.18768113131384692,0.6627740752247708,0.8396792808633328,1212.9766758694896,1254.9127830116952
2024-01-03 16:00:00,0.5461453428271014,0.3409416619605796,0.7082813113646019,0.8678307089845001,1216.1157531769625,1153.617084658371
2024-01-03 17:00:00,0.6277024737535951,0.11596114959427092,0.5950341162431633,0.6936707852851507,1191.9747418584725,1205.9136896141972
2024-01-03 18:00:00,0.41346495123092164,0.14443964528723396,0.3494622261820123,0.425675158169876,1201.4723703679497,1783.1468904291182
2024-01-03 19:00:00,0.5747964041517754,0.2861657098331696,0.29917205369572897,0.1776562748851031,909.2391694222163,1833.32152990422
2024-01-03 20:00:00,0.4785118732251168,0.3042206501398206,0.0,0.0,896.7912248550358,1799.5466087564937
2024-01-03 21:00:00,0.32749850627720306,0.12807586101076318,0.0,0.0,911.1473725178466,1801.9144061245129
2024-01-03 22:00:00,0.4784758102942338,0.21429923526248768,0.0,0.0,924.8512994811449,1817.818841642092
2024-01-03 23:00:00,0.654971954437867,0.19197260013919681,0.0,0.0,610.751704838583,600.0
2024-01-04 00:00:00,0.42003427578885766,0.20477248905195633,0.0,0.0,635.9775358037942,660.389318786328
2024-01-04 01:00:00,0.6601047300274513,0.3477998989674106,0.0,0.0,648.2617692880718,618.3506302193958
2024-01-04 02:00:00,0.03244641604188875,0.3240906676948413,0.0,0.0,674.8256839968429,633.5378698190939
2024-01-04 03:00:00,0.5486935573116339,0.2515279033547453,0.0,0.0,638.6516296386334,600.0
2024-01-04 04:00:00,0.43846524189107605,0.1988439286286232,0.0,0.0,616.2521897512247,600.0
2024-01-04 05:00:00,0.38055707908547026,0.11847515431810193,0.0,0.0,641.1220058491006,629.2184949443042
2024-01-04 06:00:00,0.4391722981356757,0.3954586152183109,0.020021599692814016,0.0,909.4792597787609,625.6025616573451
2024-01-04 07:00:00,0.12727284446521647,0.31265151136860786,0.2496112003537772,0.24169929054166764,936.3292083982998,1635.0479328360254
2024-01-04 08:00:00,0.3924573984797236,0.18277321093280197,0.3241567682829011,0.4858653555826139,1191.8902721673064,1684.5947734733816
2024-01-04 09:00:00,0.4789750673821123,0.32540007110260516,0.42971438854301486,0.571664170320804,1134.9464010820975,1697.0581660403914
2024-01-04 10:00:00,0.6470922883665777,0.24641775928265344,0.5448793326934812,0.832376960735167,1288.5989880287473,1195.309177500119
2024-01-04 11:00:00,0.3476676489143033,0.22472917085388172,0.8238164225170683,0.9318531485429841,1203.4167189981822,1213.6413923645998
2024-01-04 12:00:00,0.3041341412213723,0.29696127416907625,0.75349109721352,0.9495384376414933,1202.140596247406,1196.832207077555
2024-01-04 13:00:00,0.3501446251176699,0.17929029634884353,0.7907131618290751,0.9456644052161495,1163.0061606720712,1119.1169660175967
2024-01-04 14:00:00,0.5627184993106615,0.219064469389105,0.7243041258294063,0.980739548046452,1164.8503376169213,1152.807908161002
2024-01-04 15:00:00,0.47472084810430304,0.26558622776007057,0.7681920582883948,0.847989443717315,1197.7932250158472,1235.0994396309416
2024-01-04 16:00:00,0.3459441510902946,0.20349500205159465,0.5863871930131948,0.8330155249261602,1208.0681119754793,1191.202310984796
2024-01-04 17:00:00,0.5023982966223538,0.32034864236686844,0.4742286901039211,0.5672956632521237,1216.850739340242,1206.8288758287276
2024-01-04 18:00:00,0.4399698140575564,0.4403467717079421,0.3620830122648546,0.46126904877571545,1205.6985037756383,1799.868355092317
2024-01-04 19:00:00,0.5707049302352838,0.1780103080794017,0.12481445080277265,0.21849011571555998,894.6143102008879,1770.289261242169
2024-01-04 20:00:00,0.3201002175737475,0.08692759170971157,0.0,0.0,862.9697244590019,1783.1851750143699
2024-01-04 21:00:00,0.3762588596656852,0.053266104592489844,0.0,0.0,920.6715866918462,1811.842181166174
2024-01-04 22:00:00,0.36659195868552674,0.2383933071906178,0.0,0.0,910.2615309823041,1815.5158608850984
2024-01-04 23:00:00,0.2058809394355326,0.18712366232749772,0.0,0.0,615.8521247751512,678.7827409372914
2024-01-05 00:00:00,0.4709455903307492,0.2750842900435804,0.0,0.0,666.0272435323811,600.0
2024-01-05 01:00:00,0.46568583959804616,0.26755800713948247,0.0,0.0,608.3400041735264,660.1430096997321
2024-01-05 02:00:00,0.42729456726743187,0.09397655527546273,0.0,0.0,660.9610983008041,600.0
2024-01-05 03:00:00,0.3913394787647907,0.07280985698873171,0.0,0.0,612.3105347534265,617.5896069748329
2024-01-05 04:00:00,0.21422193746350063,0.28389156397148185,0.0,0.0,649.371974607846,606.4034143031461
2024-01-05 05:00:00,0.3634307503562589,0.26784112340886806,0.0,0.0,668.569229882293,600.0
2024-01-05 06:00:00,0.37512037129204734,0.2117164401002172,0.0701104794751635,0.0,914.9665235024685,600.0
2024-01-05 07:00:00,0.3061859583878199,0.08858388142364187,0.1994294670408947,0.2765200924380245,963.6349991050868,1657.585860291388
2024-01-05 08:00:00,0.4023346920211614,0.3014373662133714,0.35363410591546446,0.37427086866786863,1246.029271814244,1712.5405639966984
2024-01-05 09:00:00,0.4871351772932435,0.3814881944792667,0.5095350769601801,0.6028819740991427,1205.6922000004718,1649.6658585387993
2024-01-05 10:00:00,0.7094554339526422,0.2820964839587646,0.6060084311755958,0.7442443042336704,1212.9932488941665,1211.4309331313361
2024-01-05 11:00:00,0.4527142206958386,0.16955085088036587,0.8205827103096817,0.8990380112249834,1225.4570127915965,1227.2109000087858
2024-01-05 12:00:00,0.4651601073794774,0.25875345649398745,0.7393344732187556,0.9406938675561909,1213.0662329396519,1249.831311361958
2024-01-05 13:00:00,0.41536066140613764,0.11768683184350384,0.8105463080981965,0.9115959378806693,1210.493837222365,1234.9837008803272
2024-01-05 14:00:00,0.13871186647620654,0.3600943113207516,0.7856936080625994,0.9221710348352055,1187.4223343333738,1220.607460070318
2024-01-05 15:00:00,0.4225504674536802,0.2624826733898262,0.7712132196785921,0.9828566188293247,1159.503451795735,1177.0416493266002
2024-01-05 16:00:00,0.4355620802622167,0.07748254876154914,0.680623882914106,0.7941678930323436,1166.6377100820125,1171.712094516969
2024-01-05 17:00:00,0.7960138656438557,0.22423080389250408,0.49719090126263366,0.6341079045491378,1257.1768166102765,1159.0111601353315
2024-01-05 18:00:00,0.3976734040538944,0.3006283909602954,0.3616403159496991,0.4197531196171263,1207.73901498732,1755.5664395006372
2024-01-05 19:00:00,0.4717596501211046,0.2209934778393201,0.1944434848607487,0.2199396627508556,917.1805195235312,1799.9494546268036
2024-01-05 20:00:00,0.4213207833152762,0.22670866779285495,0.0,0.0,953.3967772957529,1773.8129987148052
2024-01-05 21:00:00,0.25122584312813295,0.13185801923214516,0.0,0.0,905.0899317282392,1843.1721228416257
2024-01-05 22:00:00,0.5979509709483158,0.31095233864503796,0.0,0.0,937.0715214948397,1779.1573827038246
2024-01-05 23:00:00,0.5393175036740788,0.1894513199349586,0.0,0.0,648.006454959287,603.3932101453805
2024-01-06 00:00:00,0.5462790311789315,0.03951054717186847,0.0,0.0,657.1945061803325,600.0
2024-01-06 01:00:00,0.2912161209032636,0.21802934780533237,0.0,0.0,638.0800092907936,600.0
2024-01-06 02:00:00,0.6380433857628893,0.35327005642940706,0.0,0.0,623.0011827788769,639.2198699368914
2024-01-06 03:00:00,0.2173465797036323,0.21646214021237703,0.0,0.0,626.4049403984947,625.0373550472198
2024-01-06 04:00:00,0.5156528031925149,0.4289535833847238,0.0,0.0,627.340625299599,629.1787952012297
2024-01-06 05:00:00,0.7561925829939712,0.29805187972722347,0.0,0.0,646.0825586581143,621.4180797689623
2024-01-06 06:00:00,0.2790437903528712,0.28903090110040836,0.0,0.02634642655205326,885.7296787455484,600.0
2024-01-06 07:00:00,0.34267957968205864,0.24231525828061087,0.147763562628953,0.22756137666928306,893.1386363163929,1653.358237251476
2024-01-06 08:00:00,0.4425719438856206,0.2483264640959427,0.3190270574752031,0.3753203286096274,1203.2525831407008,1696.271555082952
2024-01-06 09:00:00,0.35210289100504455,0.22881272136042136,0.43882772038878015,0.6361760270139432,1196.935798934066,1735.5451043754313
2024-01-06 10:00:00,0.19502472446255453,0.22492814566411912,0.6629443145431054,0.6588943863044523,1204.5655568221607,1213.8952403223552
2024-01-06 11:00:00,0.4379086853433785,0.30824180107908666,0.7208810153728089,0.9216618278863085,1198.9189551760053,1235.224800366635
2024-01-06 12:00:00,0.2682786820635587,0.16157196189331519,0.7692076023761171,0.9044600693399976,1260.4548049653172,1181.068596037275
2024-01-06 13:00:00,0.4986631037177517,0.1475657019999458,0.7371922362746307,0.9951972456914963,1203.041722415781,1239.5226327589194
2024-01-06 14:00:00,0.289710603987404,0.142835579784834,0.7777150865332195,0.9151965320220141,1190.9020884123054,1184.8991378831481
2024-01-06 15:00:00,0.6601143998751053,0.4597205396400872,0.5894408565220047,0.901110027879074,1202.4271628486763,1208.6457337648633
2024-01-06 16:00:00,0.31013624527203887,0.3081893750394298,0.6173173704341319,0.8107454084318411,1224.478921020248,1186.8182005663627
2024-01-06 17:00:00,0.37931501169162307,0.28560430504038625,0.501951024927375,0.698631156121213,1198.808918654941,1232.0096222523682
2024-01-06 18:00:00,0.5496518217279249,0.1494036178430286,0.3592027405101215,0.3568158563669843,1216.43348060727,1832.499431614265
2024-01-06 19:00:00,0.24299459165738116,0.3174893149398546,0.09981165899108728,0.27129458173987087,932.5820262225762,1746.835881114846
2024-01-06 20:00:00,0.46174322931309386,0.2434979502270389,0.011240836834573836,0.006557635268873702,916.1069492326997,1847.7107220319986
2024-01-06 21:00:00,0.6236956522648387,0.27657197898554675,0.0,0.0,925.73794225009,1885.550730939331
2024-01-06 22:00:00,0.18650175393829033,0.15749305328601615,0.0,0.0,961.451053817533,1787.2080234108735
2024-01-06 23:00:00,0.45531931790232005,0.2711819706141294,0.0,0.0,651.9877252347572,600.0
2024-01-07 00:00:00,0.4676803468738294,0.21362704842431932,0.0,0.0,622.4893415737404,644.6194725926455
2024-01-07 01:00:00,0.5459713585031625,0.17944928654194886,0.0,0.0,638.4855959026571,602.4036283910058
2024-01-07 02:00:00,0.2431553211048536,0.3294210358256925,0.0,0.0,595.4119121602588,600.0
2024-01-07 03:00:00,0.23062943577392445,0.10223962139196738,0.0,0.0,649.4514151159152,668.2908744199468
2024-01-07 04:00:00,0.5069891625791005,0.3124880286763827,0.0,0.0,677.6433424046336,600.0
2024-01-07 05:00:00,0.4732456287215438,0.32445901560026724,0.0,0.0,613.9601077186336,600.0
2024-01-07 06:00:00,0.4662718552884474,0.16804603468984355,0.0,0.0,926.6705087051163,615.0416277680109
2024-01-07 07:00:00,0.48066515916111224,0.1739775561317209,0.13739325555043483,0.2605137592092874,946.727286417786,1621.6963946204748
2024-01-07 08:00:00,0.32669421949979227,0.2337078341183274,0.38300356058517976,0.4220874965632978,1226.1873271967156,1666.5716693974898
2024-01-07 09:00:00,0.4635359823107164,0.28421402329118967,0.599497527654974,0.6593663276787675,1230.71522813462,1666.2420373172918
2024-01-07 10:00:00,0.47265879873136807,0.24072490306354508,0.6280331239145579,0.73221799681163,1155.1619080477078,1234.6238575280033
2024-01-07 11:00:00,0.32154521503261074,0.29936664826415554,0.6799203213899236,0.8693190162876046,1212.1183429106834,1224.942709242069
2024-01-07 12:00:00,0.7085641044082793,0.43230836749870755,0.7893758521209588,1.0,1163.8664355577296,1139.4038190421445
2024-01-07 13:00:00,0.499772865873334,0.20523872532999624,0.8469514578749573,1.0,1176.0400287222608,1175.0475596993563
2024-01-07 14:00:00,0.2500024031561686,0.08449240517462556,0.8109922080390958,0.9731763172241812,1219.7069342306042,1175.1579737726304
2024-01-07 15:00:00,0.5271809690316404,0.33860276054803295,0.8579307379451226,0.7616044216346302,1203.7931309244389,1192.2032684369876
2024-01-07 16:00:00,0.2824956772024677,0.4243418598377206,0.5896983075196907,0.7718790183376072,1217.432065781745,1160.4883011740635
2024-01-07 17:00:00,0.5467606182979337,0.2952872385500801,0.5114034154829521,0.6251111077498555,1177.7012014847592,1216.25932591098
2024-01-07 18:00:00,0.6024872645876765,0.14723553470960082,0.42455288896495674,0.42224507028289965,1235.366474643909,1775.0092655050653
2024-01-07 19:00:00,0.3055955799838093,0.24362116592144753,0.25232470901597787,0.23933786203959065,939.5969374891083,1821.190389696134
2024-01-07 20:00:00,0.5732043471232142,0.1441580538238044,0.0,0.0,944.4200779399662,1799.897247222059
2024-01-07 21:00:00,0.49061506677704064,0.3202959516412624,0.0,0.0,897.1529204501599,1764.969294995626
2024-01-07 22:00:00,0.5520069517357394,0.12088136197512417,0.0,0.0,951.1905528420259,1849.9779828988378
2024-01-07 23:00:00,0.7132168751346579,0.22599752356214764,0.0,0.0,638.5659683144764,651.0381588341895
2024-01-08 00:00:00,0.39294007905579803,0.1564301559762726,0.0,0.0,631.4844156703567,610.4524313475521
2024-01-08 01:00:00,0.31668787180260516,0.26954640711915945,0.0,0.0,661.164971114942,600.0
2024-01-08 02:00:00,0.29632113201240007,0.2202297708918875,0.0,0.0,660.1509287487567,600.0
2024-01-08 03:00:00,0.3073767537114128,0.2745401489306896,0.0,0.0,625.83019380767,638.5600813154075
2024-01-08 04:00:00,0.41818304004411294,0.2590989941022998,0.0,0.0,695.5050703984666,629.6150232608328
2024-01-08 05:00:00,0.4809210926787252,0.1581980358332522,0.0,0.0,689.6982599872007,600.0
2024-01-08 06:00:00,0.47125191635573144,0.3195516449585655,0.0,0.04194354303390137,937.5977664564056,600.0
2024-01-08 07:00:00,0.5538257838116322,0.25198737342135175,0.2522427854574865,0.1641852703197623,933.4066052224836,1696.4491367103255
2024-01-08 08:00:00,0.43169858023791463,0.15801103781907322,0.4916391408140034,0.4957261744852652,1207.914869430247,1637.684025095358
2024-01-08 09:00:00,0.6477784080298261,0.4809565942262425,0.5339816356745277,0.7009937430567881,1162.800080975552,1657.475288745022
2024-01-08 10:00:00,0.39004977147053516,0.30450695527737576,0.6070720212895997,0.7361784955650145,1202.7073773101151,1162.5396360609852
2024-01-08 11:00:00,0.8377736714446714,0.24153788326573272,0.6703149367000658,0.855288876622266,1202.388997965498,1163.6999756531634
2024-01-08 12:00:00,0.5235983986209796,0.3983843912758456,0.8908794976220015,0.9954626778707001,1186.175719530279,1174.0776782088828
2024-01-08 13:00:00,0.3011746629937862,0.441045499544324,0.836437079323288,0.9406389795128556,1192.5756198719619,1232.6161495621996
2024-01-08 14:00:00,0.26911442174706174,0.24232899637427474,0.7375389834011881,0.9502977686267076,1142.8489825268286,1136.8363267077466
2024-01-08 15:00:00,0.5021191587427064,0.29160368724913943,0.7106172760052463,0.9560952157252198,1173.6654496770002,1215.605434079243
2024-01-08 16:00:00,0.39622887865735096,0.15806365680536916,0.6409745118158592,0.8187118206918781,1222.123830996175,1209.2861039811671
2024-01-08 17:00:00,0.5368483705700424,0.2421446635288621,0.525982174181393,0.7224996189432134,1241.5487256393446,1234.8603755070576
2024-01-08 18:00:00,0.5007339401422604,0.23695768322967625,0.3021260584167571,0.44242294649756864,1177.3588635529015,1809.253763536698
2024-01-08 19:00:00,0.4188239595576977,0.27534664196782865,0.14730722625877665,0.1919790338424048,927.4652907963456,1786.3617843120192
2024-01-08 20:00:00,0.30272923874596785,0.2901399864693643,0.0,0.0025621755826511477,949.4380989824587,1770.648849884165
2024-01-08 21:00:00,0.2025212127533489,0.3128467834884693,0.0,0.0,910.591762455449,1835.6548202607403
2024-01-08 22:00:00,0.36277105364617546,0.28062820423565915,0.0,0.0,939.3068793305539,1817.8901310331905
2024-01-08 23:00:00,0.5582081156047494,0.1357896759427468,0.0,0.0,645.3428934599223,600.0
2024-01-09 00:00:00,0.46288909565407277,0.16386873045910555,0.0,0.0,674.7234938760545,632.7208220699998
2024-01-09 01:00:00,0.24391421722774395,0.20307467908684673,0.0,0.0,615.3750284017991,600.0
2024-01-09 02:00:00,0.4567521729122194,0.22949138184089116,0.0,0.0,619.6440070634224,600.0
2024-01-09 03:00:00,0.48857264099386766,0.3627928700804254,0.0,0.0,652.8627862084735,600.0
2024-01-09 04:00:00,0.2981964186043722,0.14142154234792273,0.0,0.0,648.4627925514566,619.2183085584082
2024-01-09 05:00:00,0.45383379992637135,0.22197393621614403,0.0,0.0,644.8020726380062,600.0
2024-01-09 06:00:00,0.43950634180144216,0.353016390854619,0.051988114480239093,0.0,936.8969429218307,600.0
2024-01-09 07:00:00,0.2593294893599487,0.2277276935835528,0.16093582382653573,0.21569307849615763,900.7413335275374,1656.4360638029598
2024-01-09 08:00:00,0.48444313808678463,0.30375700601749644,0.37042307375321115,0.43269355371277146,1167.1335453210856,1689.4936306198326
2024-01-09 09:00:00,0.5148927129897773,0.2437612367404237,0.5699047669158032,0.5769014664164217,1187.9974054073107,1693.9855650566772
2024-01-09 10:00:00,0.5932327205108336,0.28339376676568634,0.6364586930931212,0.795942370216562,1190.6813145912456,1160.2502066246998
2024-01-09 11:00:00,0.5888453418397775,0.23486818665225997,0.7151265705244819,0.8305357045144895,1193.1900676546102,1214.631529997691
2024-01-09 12:00:00,0.2241246288409785,0.32442198830604946,0.7896384035896556,0.9390865817864179,1230.457097072493,1146.8379581871227
2024-01-09 13:00:00,0.2901012780472737,0.10320980029257049,0.8031596801925114,0.9940560618430091,1218.490013923181,1278.9110341718026
2024-01-09 14:00:00,0.5080303241158411,0.22138424019435954,0.8422505796393562,0.8619502465490441,1212.7977568597303,1181.5869695059164
2024-01-09 15:00:00,0.5078429266713734,0.28737270870264486,0.7363170141988749,0.9394184447196651,1205.3279902711035,1237.773383938882
2024-01-09 16:00:00,0.5080321869804494,0.3110849658338333,0.5982451349954784,0.6791737569756546,1189.5794770628268,1207.24199013237
2024-01-09 17:00:00,1.0,0.4070107033085968,0.5511842943314746,0.6569691864036429,1179.5053162371973,1208.70463803669
2024-01-09 18:00:00,0.5164086106385172,0.21861297434665639,0.4086312091119642,0.36924327462115014,1171.2682219033916,1758.0213386695348
2024-01-09 19:00:00,0.601109880061632,0.40566361721930133,0.1111002158240281,0.2022749994211391,906.4087586656269,1830.363870926939
2024-01-09 20:00:00,0.5738752985585225,0.191813058367247,0.07663919423840537,0.02595653234747159,922.0467953562594,1801.7512967489183
2024-01-09 21:00:00,0.5284837217304118,0.39058008218767837,0.0,0.0,895.3573022725391,1816.9250287926382
2024-01-09 22:00:00,0.3834846473384903,0.3394621537030513,0.0,0.0,927.1453972626017,1796.7342843775757
2024-01-09 23:00:00,0.5446204171085323,0.16636958306999175,0.0,0.0,641.4873311001905,604.6815502649985
2024-01-10 00:00:00,0.31585405404636746,0.2892685809342561,0.0,0.0,636.6186842768092,600.0
2024-01-10 01:00:00,0.3962550452160019,0.2534410736558547,0.0,0.0,674.0306357829254,600.0
2024-01-10 02:00:00,0.3589733040526377,0.32112311657657394,0.0,0.0,587.0989992205006,600.0
2024-01-10 03:00:00,0.4440589571349516,0.23623749836574293,0.0,0.0,636.9443370670077,600.0
2024-01-10 04:00:00,0.7789766212280296,0.22784003464290076,0.0,0.0,589.6953474587386,604.8429266290169
2024-01-10 05:00:00,0.15168805733824103,0.39547411548535905,0.0,0.0,651.8793503041527,613.0819304094665
2024-01-10 06:00:00,0.5347168647831803,0.2486925677635066,0.018235588660424275,0.10990697597397413,941.3692810736973,609.0277923502745
2024-01-10 07:00:00,0.18987045554855547,0.3412068896282505,0.19218024467238146,0.22834353284168185,890.6503741757919,1676.3186113858872
2024-01-10 08:00:00,0.3609880563585882,0.23602950870465392,0.3974382228738723,0.3347524227075827,1170.6466179866065,1694.7999259810892
2024-01-10 09:00:00,0.5951204257721081,0.4252309831318262,0.47044302193677284,0.6711745584905222,1159.2408040389491,1688.717911631344
2024-01-10 10:00:00,0.44141983909132265,0.19073119427552454,0.6731734116839702,0.7702355622250789,1201.527407825116,1203.5109793618192
2024-01-10 11:00:00,0.2701161195376073,0.19715030408435544,0.7019363208350425,0.9044642006253604,1191.8210813711034,1205.9814367188824
2024-01-10 12:00:00,0.324482279838008,0.4110163753206642,0.706194795759942,1.0,1193.3122864706017,1242.5881076316457
2024-01-10 13:00:00,0.5337174985672046,0.21407001811954862,0.7501121860446534,0.8887311021547143,1191.168680652339,1156.6173517895045
